timestamp|command|response
1670037308985|token='passcode', type='limit', symbol='PERP_ETH_USDT', side='buy', price=900, leverage=5, is_percentage='false', quantity=1000, reduce_only='true';token='passcode', type='stop', symbol='PERP_BTC_USDT', side='buy', price=18000, leverage=5, is_percentage='false', quantity=1000, reduce_only='true'|Response [Payload 1: main] : {'success': True, 'data': {'rows': [{'orderId': 449928, 'clientOrderId': 0, 'algoType': 'STOP_LOSS', 'quantity': 1000}]}, 'timestamp': 1670037322842}
1670037308985|token='passcode', type='limit', symbol='PERP_ETH_USDT', side='buy', price=900, leverage=5, is_percentage='false', quantity=1000, reduce_only='true';token='passcode', type='stop', symbol='PERP_BTC_USDT', side='buy', price=18000, leverage=5, is_percentage='false', quantity=1000, reduce_only='true'|Response [Payload 0: main] : {'success': False, 'code': -1001, 'message': 'The API signature is invalid.'}
1670037208173|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true';token='passcode', type='stop', symbol='PERP_BTC_USDT', side='buy', price=2500, leverage=5, is_percentage='false', quantity=1000, reduce_only='true'|Response [Payload 1: main] : {'success': True, 'data': {'rows': [{'orderId': 449924, 'clientOrderId': 0, 'algoType': 'TAKE_PROFIT', 'quantity': 1000}]}, 'timestamp': 1670037227163}
1670037208173|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true';token='passcode', type='stop', symbol='PERP_BTC_USDT', side='buy', price=2500, leverage=5, is_percentage='false', quantity=1000, reduce_only='true'|Response [Payload 0: main] : {'success': False, 'code': -1001, 'message': 'The API signature is invalid.'}
1670037196309|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true';token='abcd1234', type='stop', symbol='PERP_BTC_USDT', side='buy', price=2500, leverage=5, is_percentage='false', quantity=1000, reduce_only='true'|ERROR (Wrong Authentication Token) : Wrong Authentication Token.
1670036469487|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670036483.658', 'order_id': 182201866, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036434633|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670036448.472', 'order_id': 182201855, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036385121|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : <Response [200]>
1670036385121|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|{'success': True, 'timestamp': '1670036401.657', 'order_id': 182201840, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036385121|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|{'success': True, 'timestamp': '1670036397.630', 'order_id': 182201834, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036385121|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|{'success': True, 'timestamp': '1670036393.558', 'order_id': 182201817, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036385121|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|{'success': True, 'timestamp': '1670036389.610', 'order_id': 182201815, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036355836|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : <Response [200]>
1670036355836|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|{'success': True, 'timestamp': '1670036374.052', 'order_id': 182201809, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036355836|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|{'success': True, 'timestamp': '1670036369.200', 'order_id': 182201806, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036355836|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|{'success': True, 'timestamp': '1670036364.932', 'order_id': 182201804, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036355836|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|{'success': True, 'timestamp': '1670036360.450', 'order_id': 182201803, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.0022, 'order_amount': None, 'client_order_id': 0}
1670036261344|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670036275.983', 'order_id': 182201776, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.0023, 'order_amount': None, 'client_order_id': 0}
1670036245092|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percyentage='true', quantity=50, reduce_only='true'|ERROR (Missing Required Parameter) : 'limit' order requires a 'is_percentage' argument.
1670035891389|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670035906.469', 'order_id': 182201536, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0023, 'order_amount': None, 'client_order_id': 0}
1670035833326|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670035848.205', 'order_id': 182201508, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0023, 'order_amount': None, 'client_order_id': 0}
1670035593051|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670035608.681', 'order_id': 182201405, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0023, 'order_amount': None, 'client_order_id': 0}
1670034045444|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670034063.968', 'order_id': 182200460, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0023, 'order_amount': None, 'client_order_id': 0}
1670034014935|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670034035.608', 'order_id': 182200442, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0023, 'order_amount': None, 'client_order_id': 0}
1670033977993|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670034000.454', 'order_id': 182200423, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0023, 'order_amount': None, 'client_order_id': 0}
1670033950596|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|Response [Payload 0: main] : {'success': True, 'timestamp': '1670033969.084', 'order_id': 182200406, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.0023, 'order_amount': None, 'client_order_id': 0}
1670033528943|token='passcode', type='limit', symbol='PERP_BTC_USDT', side='buy', price=15000, leverage=5, is_percentage='true', quantity=50, reduce_only='true'|"Response [Payload 0: main] : <ClientResponse(https://api.woo.org/v1/order) [200 OK]>
<CIMultiDictProxy('Transfer-Encoding': 'chunked', 'x-request-id': '654168559e23e25758df2c01d229cde4', 'Vary': 'Origin', 'Vary': 'Access-Control-Request-Method', 'Vary': 'Access-Control-Request-Headers', 'Content-Type': 'application/json', 'Date': 'Sat, 03 Dec 2022 02:12:25 GMT', 'Via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000')>
"
1669811044906|token='passcode', type='tp-sl', symbol='PERP_BTC_USDT, side='buy', tp=0, sl=17000, reduce_only='true'|Response [Payload 0: main] : <Response [200]>
1669811044906|token='passcode', type='tp-sl', symbol='PERP_BTC_USDT, side='buy', tp=0, sl=17000, reduce_only='true'|{'success': True, 'data': {'rows': [{'orderId': 437011, 'clientOrderId': 0, 'algoType': 'TAKE_PROFIT', 'quantity': 0}, {'orderId': 437012, 'clientOrderId': 0, 'algoType': 'STOP_LOSS', 'quantity': 0}, {'orderId': 437010, 'clientOrderId': 0, 'algoType': 'POSITIONAL_TP_SL', 'quantity': 0}]}, 'timestamp': 1669811046230}
1669810959906|token='passcode', type='tp-sl', symbol='PERP_BTC_USDT, side='sell', tp=0, sl=17000, reduce_only='true'|Response [Payload 0: main] : <Response [400]>
1669810959906|token='passcode', type='tp-sl', symbol='PERP_BTC_USDT, side='sell', tp=0, sl=17000, reduce_only='true'|{'success': False, 'code': -1103, 'message': 'The stop loss trigger price is invalid.'}
1669810801481|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', leverage=5, is_percentage='true', quantity=100, reduce_only=true|Response [Payload 0: main] : <Response [200]>
1669810801481|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', leverage=5, is_percentage='true', quantity=100, reduce_only=true|{'success': True, 'timestamp': '1669810806.149', 'order_id': 181996853, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.0046, 'order_amount': None, 'client_order_id': 0}
1669810786192|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', leverage=5, is_percentage='true', quantity=100|ERROR (Missing Required Parameter) : 'market' order requires a 'reduce_only' argument.
1669675815559|token='passcode', type='cancel_all', symbol='PERP_ETH_USDT', quantity=100, side='buy', price=1175, leverage=5, is_percentage='true'|Response [Payload 0: main] : <Response [200]>
1669675815559|token='passcode', type='cancel_all', symbol='PERP_ETH_USDT', quantity=100, side='buy', price=1175, leverage=5, is_percentage='true'|{'success': True, 'data': {'status': 'CANCEL_ALL_SENT', 'side': 'BUY'}, 'timestamp': 1669675817334}
1669675815559|token='passcode', type='cancel_all', symbol='PERP_ETH_USDT', quantity=100, side='buy', price=1175, leverage=5, is_percentage='true'|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669675795489|token='passcode', type='stop', symbol='PERP_ETH_USDT', quantity=100, side='buy', price=1175, leverage=5, is_percentage='true'|Response [Payload 0: main] : <Response [200]>
1669675795489|token='passcode', type='stop', symbol='PERP_ETH_USDT', quantity=100, side='buy', price=1175, leverage=5, is_percentage='true'|{'success': True, 'data': {'rows': [{'orderId': 429395, 'clientOrderId': 0, 'algoType': 'STOP_LOSS', 'quantity': 0.027}]}, 'timestamp': 1669675799396}
1669675694362|token='passcode', type='stop', symbol='PERP_ETH_USDT', side='buy', price=1175, leverage=5, is_percentage='true'|ERROR (Missing Required Parameter) : 'stop' order requires a 'quantity' argument.
1669675681930|token='passcode', type='stop', symbol='PERP_ETH_USDT', side='buy', price=1175, leverage=5, is_percentage='true', quantity=100|ERROR (Missing Required Parameter) : 'stop' order requires a 'quantity' argument.
1669675669681|token='passcode', type='stop', symbol='PERP_ETH_USDT', side='buy', price=1175, leverage=5, is_percentage='true', quantity=100|ERROR (Missing Required Parameter) : 'stop' order requires a 'quantity' argument.
1669574777904|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage='false'|Response [Payload 0: main] : <Response [200]>
1669574777904|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage='false'|{'success': True, 'timestamp': '1669574779.782', 'order_id': 181694258, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.038, 'order_amount': None, 'client_order_id': 0}
1669574183130|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [200]>
1669574183130|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|{'success': True, 'timestamp': '1669574185.577', 'order_id': 181694042, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.038, 'order_amount': None, 'client_order_id': 0}
1669574045141|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [200]>
1669574045141|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|{'success': True, 'timestamp': '1669574047.275', 'order_id': 181693968, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.038, 'order_amount': None, 'client_order_id': 0}
1669574028243|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [200]>
1669574028243|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|{'success': True, 'timestamp': '1669574030.371', 'order_id': 181693956, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.038, 'order_amount': None, 'client_order_id': 0}
1669574001104|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [200]>
1669574001104|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|{'success': True, 'timestamp': '1669574002.910', 'order_id': 181693946, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.038, 'order_amount': None, 'client_order_id': 0}
1669573971936|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669573971936|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|{'success': False, 'code': -1005, 'message': 'The order quantity 0.0 is invalid.'}
1669573948059|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669573948059|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|{'success': False, 'code': -1005, 'message': 'The order quantity 0.0 is invalid.'}
1669573887494|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669573887494|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|{'success': False, 'code': -1005, 'message': 'The order quantity 0.0 is invalid.'}
1669573769099|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669573769099|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.038, leverage=5, is_percentage=false|{'success': False, 'code': -1005, 'message': 'The order quantity 0.0 is invalid.'}
1669573732184|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|Response [Payload 0: main] : <Response [200]>
1669573732184|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|{'success': True, 'timestamp': '1669573736.580', 'order_id': 181693837, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.038, 'order_amount': None, 'client_order_id': 0}
1669572318646|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|Response [Payload 0: main] : <Response [200]>
1669572318646|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|{'success': True, 'timestamp': '1669572322.501', 'order_id': 181693140, 'order_type': 'MARKET', 'order_price': None, 'order_quantity': 0.039, 'order_amount': None, 'client_order_id': 0}
1669572174931|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|Response [Payload 0: main] : <Response [400]>
1669572174931|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|{'success': False, 'code': -1104, 'message': 'The order must fit in the filter requirement.'}
1669572155236|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=21, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669572155236|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=21, leverage=5, is_percentage=false|{'success': False, 'code': -1104, 'message': 'The order must fit in the filter requirement.'}
1669572144511|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.01, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
